1,Thu Aug 19 21:54:38 2021,125094,car,2,4856,PC7C042B7,0,1
1758.0,Tue Aug  3 15:14:21 2021,6580860.0,TRUCK,4.0,4256.0,PC9DD0BBD,PTE,VCB43
1759.0,Sat Jul 31 11:09:25 2021,2923171.0,CAR,2.0,4945.0,PC95BD14B,PTC,VCB43
1760.0,Sat Jul 31 21:01:30 2021,2629444.0,TRUCK,4.0,4586.0,PC4A40D50,PTC,VC965
1761.0,Fri Aug  6 23:02:19 2021,5838389.0,CAR,2.0,4289.0,PCF621E92,PTP,VCB43
1762.0,Sun Aug  1 14:41:56 2021,1011676.0,CAR,2.0,4166.0,PCE450C55,PTC,VC965
1763.0,Wed Aug  4 14:57:42 2021,7233196.0,CAR,2.0,4471.0,PC7E4F42A,PTE,VC965
1764.0,Tue Aug 17 21:05:35 2021,4549124.0,CAR,2.0,4406.0,PC7A54E18,PTE,VC965
1765.0,Sun Aug  8 04:14:59 2021,5201152.0,VAN,2.0,4785.0,PC787D664,PTC,VC965
1766.0,Sun Aug  8 06:48:43 2021,4069329.0,VAN,2.0,4671.0,PCCAAFB48,PTE,VCD2F
1767.0,Thu Aug 19 08:13:24 2021,1129975.0,CAR,2.0,4797.0,PCE2D63A7,PTE,VCD2F
1768.0,Mon Aug  2 03:47:26 2021,4933920.0,CAR,2.0,4345.0,PCAC01231,PTC,VC965
1769.0,Wed Aug  4 02:05:29 2021,5226214.0,CAR,2.0,4261.0,PC84FFC9D,PTE,VC965
1770.0,Mon Aug  2 07:24:47 2021,5500532.0,CAR,2.0,4897.0,PCAB2FA02,PTC,VC965
1771.0,Tue Aug 17 13:38:32 2021,8188797.0,CAR,2.0,4897.0,PCAB2FA02,PTE,VC965
1772.0,Sun Aug 15 01:02:08 2021,2689184.0,CAR,2.0,4168.0,PCBC064F8,PTE,VC965
1773.0,Thu Aug 12 22:39:24 2021,9887147.0,CAR,2.0,4086.0,PC23E470D,PTC,VC965
1774.0,Sat Jul 31 21:59:07 2021,7632359.0,VAN,2.0,4618.0,PC8F4AF85,PTP,VC965
1775.0,Tue Aug 10 16:05:24 2021,6854712.0,CAR,2.0,4963.0,PC704EF75,PTE,VCD2F
1776.0,Tue Aug  3 08:46:42 2021,1774575.0,CAR,2.0,4971.0,PC0BD172F,PTC,VC965
1777.0,Tue Aug 17 21:23:32 2021,5943514.0,CAR,2.0,4081.0,PCC825DB2,PTP,VC965
1778.0,Tue Aug 10 03:58:46 2021,2885585.0,VAN,2.0,4168.0,PCBC064F8,PTE,VC965
1779.0,Thu Aug 12 23:08:59 2021,5286773.0,CAR,2.0,4224.0,PCD83983A,PTP,VCD2F
1780.0,Sat Aug  7 04:24:28 2021,8194109.0,CAR,2.0,4596.0,PC6558A56,PTC,VC965
1781.0,Wed Aug 18 03:26:23 2021,7700051.0,CAR,2.0,4838.0,PCEECD973,PTE,VC965
1782.0,Sat Aug  7 17:28:30 2021,5876055.0,VAN,2.0,4578.0,PC90D44D0,PTP,VC965
1783.0,Thu Aug 12 21:59:01 2021,500216.0,CAR,2.0,4560.0,PC5030572,PTE,VCD2F
1784.0,Sat Aug 21 18:41:56 2021,7956819.0,CAR,2.0,4474.0,PCFEAE55E,PTP,VC965
1785.0,Tue Aug 17 01:32:56 2021,9001713.0,CAR,2.0,4391.0,PCCFD9AB6,PTE,VC965
1786.0,Sat Aug  7 02:37:46 2021,800858.0,CAR,2.0,4789.0,PCBE8B2AB,PTE,VC965
1787.0,Fri Jul 30 14:10:16 2021,9712648.0,CAR,2.0,4262.0,PCCB12F8C,PTP,VC965
1788.0,Wed Aug 18 08:17:21 2021,5736180.0,VAN,2.0,4586.0,PC4A40D50,PTC,VC965
1789.0,Sun Aug 22 05:39:11 2021,1151175.0,CAR,2.0,4379.0,PC87C8BC4,PTC,VCD2F
1790.0,Thu Aug 19 14:06:25 2021,9811103.0,CAR,2.0,4852.0,PC68969FB,PTP,VC965
1791.0,Wed Aug 18 14:24:25 2021,5271672.0,CAR,2.0,4321.0,PC591BDF7,PTP,VC965
1792.0,Sat Aug 14 00:48:10 2021,1805564.0,CAR,2.0,4915.0,PC86B0D7B,PTE,VC965
1793.0,Thu Aug 12 01:11:12 2021,6045634.0,TRUCK,4.0,4931.0,PC3D30AD0,PTP,VC965
1794.0,Wed Aug  4 14:18:27 2021,220233.0,TRUCK,4.0,4980.0,PCBD5C822,PTE,VCB43
1795.0,Wed Aug 18 03:58:02 2021,5172164.0,CAR,2.0,4584.0,PC1085B78,PTE,VCB43
1796.0,Sat Aug 14 12:34:46 2021,531770.0,TRUCK,4.0,4889.0,PC3547FAD,PTE,VC965
1797.0,Sun Aug  8 19:35:06 2021,4496037.0,TRUCK,4.0,4837.0,PCA10FFA0,PTE,VCB43
1798.0,Mon Aug 16 17:15:43 2021,5681023.0,VAN,2.0,4554.0,PC23BA77A,PTP,VCB43
1799.0,Fri Aug 20 03:42:31 2021,697724.0,CAR,2.0,4880.0,PC5A27CDE,PTC,VCD2F
1800.0,Wed Aug 18 18:57:47 2021,7632125.0,TRUCK,4.0,4794.0,PC4E1366E,PTC,VC965
1801.0,Sat Aug 14 08:44:35 2021,5312568.0,CAR,2.0,4713.0,PCD4A1214,PTC,VCB43
1802.0,Fri Aug 20 23:23:55 2021,6356468.0,CAR,2.0,4608.0,PCACD1BEE,PTP,VC965
1803.0,Sat Aug 14 16:59:33 2021,8224744.0,TRUCK,4.0,4889.0,PC3547FAD,PTP,VC965
1804.0,Sat Aug  7 17:30:42 2021,2975837.0,TRUCK,4.0,4290.0,PC84E8CEF,PTC,VCB43
1805.0,Mon Aug  9 00:23:40 2021,8482541.0,CAR,2.0,4504.0,PC461DCD3,PTC,VCB43
1806.0,Wed Aug 18 03:13:39 2021,9201887.0,CAR,2.0,4223.0,PCA37D114,PTP,VC965
1807.0,Fri Aug  6 07:10:58 2021,1397726.0,CAR,2.0,4727.0,PC52E71B8,PTE,VC965
1808.0,Sun Aug 15 11:32:15 2021,8029405.0,VAN,2.0,4789.0,PCBE8B2AB,PTP,VC965
1809.0,Fri Aug 20 04:02:11 2021,1488524.0,TRUCK,4.0,4094.0,PC53A52CB,PTP,VCD2F
1810.0,Sat Aug 14 22:25:16 2021,7604698.0,VAN,2.0,4376.0,PCA283923,PTP,VCB43
1811.0,Sun Aug 15 10:36:42 2021,8537928.0,VAN,2.0,4888.0,PC46C55B4,PTC,VCD2F
1812.0,Sat Jul 31 04:14:46 2021,1363885.0,CAR,2.0,4286.0,PC12BE494,PTE,VCD2F
1813.0,Tue Aug  3 16:45:09 2021,2795136.0,CAR,2.0,4082.0,PCF86214E,PTP,VC965
1814.0,Mon Aug  9 23:36:26 2021,7516973.0,CAR,2.0,4411.0,PC3AA93E6,PTE,VC965
1815.0,Mon Aug 16 23:33:40 2021,6833469.0,CAR,2.0,4908.0,PC3D16FC5,PTC,VC965
1816.0,Wed Aug 11 06:45:54 2021,8661043.0,CAR,2.0,4418.0,PCF6EECB2,PTE,VC965
1817.0,Sat Aug 14 01:32:14 2021,6898881.0,CAR,2.0,4284.0,PC0DB49FD,PTP,VC965
1818.0,Tue Aug 17 21:57:00 2021,8878129.0,CAR,2.0,4228.0,PC4F78F1B,PTP,VC965
1819.0,Thu Aug 19 06:38:36 2021,7309465.0,CAR,2.0,4531.0,PC857F4A0,PTE,VC965
1820.0,Tue Aug 17 04:00:15 2021,7861114.0,VAN,2.0,4426.0,PCC0E943C,PTC,VC965
1821.0,Mon Aug  2 01:40:15 2021,6338856.0,CAR,2.0,4861.0,PC670F1AC,PTC,VCD2F
1822.0,Sun Aug 22 01:00:21 2021,8608203.0,TRUCK,4.0,4973.0,PC9C7C18E,PTC,VC965
1823.0,Thu Aug 12 10:36:06 2021,628232.0,CAR,2.0,4572.0,PCC9756B2,PTC,VCB43
1824.0,Wed Aug 11 12:19:55 2021,8847716.0,TRUCK,4.0,4660.0,PCB86D2E1,PTE,VC965
1825.0,Sun Aug 22 02:18:20 2021,6559728.0,CAR,2.0,4396.0,PCA00BC1C,PTC,VCB43
1826.0,Wed Aug 18 10:37:41 2021,8230728.0,CAR,2.0,4106.0,PC9764C98,PTE,VC965
1827.0,Thu Jul 29 12:40:32 2021,5073033.0,TRUCK,4.0,4675.0,PCE49911B,PTC,VC965
1828.0,Sun Aug 15 18:01:15 2021,7267006.0,CAR,2.0,4421.0,PCED2DB6F,PTP,VCB43
1829.0,Wed Aug  4 08:28:33 2021,2940610.0,CAR,2.0,5003.0,PCAC9371E,PTE,VC965
1830.0,Wed Aug  4 22:13:29 2021,3507000.0,TRUCK,4.0,4282.0,PCCE002E5,PTE,VC965
1831.0,Mon Aug 16 12:27:49 2021,8460148.0,CAR,2.0,4694.0,PCBCF42C2,PTC,VCB43
1832.0,Mon Aug  9 03:33:49 2021,6540957.0,VAN,2.0,4991.0,PC5B5C16D,PTE,VC965
1833.0,Thu Jul 29 18:34:56 2021,9261931.0,TRUCK,4.0,4658.0,PC1A58039,PTC,VCD2F
1834.0,Thu Aug 19 20:02:43 2021,9976405.0,VAN,2.0,4912.0,PC526B1EC,PTP,VCB43
1835.0,Sat Aug 21 12:47:18 2021,8820270.0,CAR,2.0,4359.0,PCB27CFF1,PTP,VCD2F
1836.0,Fri Jul 30 05:15:30 2021,240809.0,VAN,2.0,4176.0,PC11E9595,PTE,VC965
1837.0,Wed Aug 11 05:23:19 2021,3971089.0,CAR,2.0,4654.0,PCBA5D8AB,PTC,VCD2F
1838.0,Wed Aug 11 12:44:34 2021,3653824.0,CAR,2.0,4748.0,PCF2ECD29,PTC,VC965
1839.0,Tue Aug  3 20:16:48 2021,147172.0,CAR,2.0,4584.0,PC1085B78,PTE,VC965
1840.0,Sat Aug 14 12:43:14 2021,9439914.0,CAR,2.0,4953.0,PC1E2B07E,PTC,VC965
1841.0,Sat Jul 31 12:22:18 2021,1100288.0,CAR,2.0,4220.0,PC02FEF7D,PTP,VC965
1842.0,Fri Jul 30 06:26:26 2021,2020988.0,TRUCK,4.0,4060.0,PC481C9F9,PTE,VC965
1843.0,Mon Aug 16 02:43:29 2021,4491854.0,TRUCK,4.0,4590.0,PC912F5CB,PTC,VCB43
1844.0,Wed Aug 18 20:19:54 2021,1504760.0,TRUCK,4.0,4762.0,PC1A3D20B,PTP,VCB43
1845.0,Sat Aug  7 01:30:51 2021,778079.0,TRUCK,4.0,4230.0,PC19CE0DB,PTP,VCB43
1846.0,Wed Aug  4 06:43:05 2021,1561928.0,CAR,2.0,4849.0,PCF764517,PTC,VCB43
1847.0,Thu Aug 12 23:56:23 2021,8811374.0,CAR,2.0,4448.0,PC19F3DBB,PTE,VC965
1848.0,Wed Aug  4 16:50:46 2021,3970184.0,CAR,2.0,4928.0,PC16E79D4,PTE,VC965
1849.0,Sat Aug 14 10:02:38 2021,3674867.0,CAR,2.0,4671.0,PCCAAFB48,PTC,VC965
1850.0,Thu Aug 19 19:22:53 2021,8806440.0,CAR,2.0,4246.0,PC95F5F6B,PTC,VC965
1851.0,Sun Aug  1 23:32:30 2021,1151181.0,CAR,2.0,4406.0,PC7A54E18,PTC,VC965
1852.0,Fri Jul 30 14:40:45 2021,9201735.0,CAR,2.0,4564.0,PC29D136F,PTP,VC965
1853.0,Sun Aug  1 05:01:44 2021,5360180.0,CAR,2.0,4665.0,PCF63C15F,PTP,VC965
1854.0,Sat Aug  7 08:37:59 2021,1319419.0,TRUCK,4.0,4079.0,PCF1366ED,PTP,VC965
1855.0,Sun Aug  1 14:51:51 2021,8376297.0,TRUCK,4.0,4482.0,PCB6A16D7,PTC,VCB43
1856.0,Thu Aug  5 04:55:05 2021,399545.0,CAR,2.0,4459.0,PCD9CAD56,PTE,VCB43
1857.0,Sun Aug 22 08:45:27 2021,1891347.0,VAN,2.0,4091.0,PC2E099B4,PTC,VC965
1858.0,Sun Aug  1 21:41:48 2021,9653327.0,CAR,2.0,4290.0,PC84E8CEF,PTE,VCD2F
1859.0,Fri Aug 13 07:30:37 2021,5265101.0,CAR,2.0,4978.0,PCF0B5E85,PTE,VC965
1860.0,Sun Aug 15 21:48:54 2021,5390497.0,CAR,2.0,4197.0,PCE32ED40,PTP,VC965
1861.0,Sat Aug  7 21:46:25 2021,5405590.0,TRUCK,4.0,4197.0,PCE32ED40,PTC,VC965
1862.0,Sun Aug  1 06:23:04 2021,2626961.0,CAR,2.0,4035.0,PC1B1D964,PTE,VCB43
1863.0,Fri Aug 20 06:02:41 2021,9174793.0,TRUCK,4.0,4780.0,PC0A717C4,PTC,VC965
1864.0,Thu Aug 12 14:33:04 2021,6773361.0,CAR,2.0,4945.0,PC95BD14B,PTP,VCB43
1865.0,Fri Aug 20 20:49:02 2021,1288541.0,CAR,2.0,4756.0,PC8AEC6E8,PTC,VC965
1866.0,Wed Aug  4 12:15:14 2021,1821972.0,CAR,2.0,4988.0,PC46BE0B2,PTE,VC965
1867.0,Mon Aug 16 07:33:33 2021,5346783.0,TRUCK,4.0,4358.0,PC32FB72C,PTP,VC965
1868.0,Fri Aug  6 05:33:50 2021,1130335.0,TRUCK,4.0,4446.0,PC7F1A5B9,PTE,VCB43
1869.0,Thu Jul 29 15:49:04 2021,4146972.0,CAR,2.0,4484.0,PCEF56843,PTP,VCB43
1870.0,Wed Aug 11 21:12:44 2021,8485610.0,TRUCK,4.0,4890.0,PCAFC8A56,PTC,VC965
1871.0,Wed Aug 11 05:53:49 2021,6158310.0,CAR,2.0,4865.0,PCCACA741,PTC,VCB43
1872.0,Tue Aug  3 10:42:52 2021,1395620.0,CAR,2.0,4676.0,PC9798721,PTC,VC965
1873.0,Thu Aug  5 16:54:16 2021,9610610.0,TRUCK,4.0,4683.0,PC96978C6,PTP,VC965
1874.0,Sat Aug 21 04:06:50 2021,6034442.0,CAR,2.0,4864.0,PC259547F,PTP,VCB43
1875.0,Thu Aug 12 02:24:05 2021,9256456.0,TRUCK,4.0,4544.0,PC1893678,PTP,VC965
1876.0,Thu Aug  5 15:46:24 2021,9271475.0,CAR,2.0,4414.0,PC40BD0F3,PTC,VCB43
1877.0,Mon Aug  9 22:50:16 2021,1914913.0,CAR,2.0,4662.0,PCB2463CF,PTE,VC965
1878.0,Tue Aug 10 19:50:39 2021,7551121.0,CAR,2.0,4134.0,PC767BBB2,PTE,VC965
1879.0,Tue Aug 17 11:19:27 2021,2410751.0,CAR,2.0,4368.0,PC909A324,PTE,VC965
1880.0,Sun Aug  8 16:01:27 2021,7079231.0,CAR,2.0,4041.0,PCB566359,PTP,VC965
1881.0,Tue Aug  3 17:17:12 2021,7216652.0,TRUCK,4.0,4562.0,PC4C95CA2,PTP,VC965
1882.0,Sun Aug  1 13:22:35 2021,314068.0,TRUCK,4.0,4030.0,PCA8A9AA8,PTP,VCB43
1883.0,Fri Aug 13 06:23:56 2021,6182269.0,CAR,2.0,4748.0,PCF2ECD29,PTE,VCB43
1884.0,Fri Jul 30 17:00:45 2021,1283805.0,CAR,2.0,4224.0,PCD83983A,PTP,VC965
1885.0,Mon Aug  2 07:57:35 2021,4919410.0,TRUCK,4.0,4143.0,PC5F47DCF,PTC,VC965
1886.0,Sat Jul 31 22:27:32 2021,215466.0,TRUCK,4.0,4216.0,PC53B475D,PTE,VCB43
1887.0,Wed Aug 11 17:50:37 2021,9487827.0,CAR,2.0,4494.0,PC1592ACA,PTP,VCB43
1888.0,Thu Aug 19 20:00:29 2021,2989685.0,VAN,2.0,4956.0,PCB7040B7,PTC,VC965
1889.0,Sat Jul 31 00:17:32 2021,5408272.0,CAR,2.0,4338.0,PC6203962,PTP,VCD2F
1890.0,Mon Aug 16 13:48:24 2021,4587132.0,CAR,2.0,4843.0,PC400DFFE,PTC,VC965
1891.0,Thu Aug 19 14:23:04 2021,3418417.0,CAR,2.0,4912.0,PC526B1EC,PTE,VC965
1892.0,Sun Aug  1 17:05:55 2021,6467027.0,CAR,2.0,4382.0,PCB7341F4,PTE,VC965
1893.0,Fri Aug 13 19:58:21 2021,2607026.0,TRUCK,4.0,4000.0,PC69C7DF3,PTP,VC965
1894.0,Thu Aug  5 21:39:29 2021,2110522.0,CAR,2.0,4312.0,PC8D40B22,PTC,VCB43
1895.0,Mon Aug  2 12:29:47 2021,3959116.0,VAN,2.0,4211.0,PC0AB9251,PTE,VC965
1896.0,Sun Aug  8 06:34:16 2021,9650647.0,CAR,2.0,4937.0,PCD30D908,PTC,VCD2F
1897.0,Thu Aug  5 07:18:57 2021,5966700.0,CAR,2.0,4518.0,PCC7B407A,PTC,VC965
1898.0,Wed Aug 18 09:27:01 2021,5483890.0,TRUCK,4.0,4553.0,PC1D57D7F,PTP,VC965
1899.0,Thu Jul 29 14:35:16 2021,7611470.0,VAN,2.0,4399.0,PCCA288FE,PTC,VCB43
1900.0,Wed Aug 18 16:15:18 2021,2430571.0,CAR,2.0,4114.0,PC4CD2B81,PTP,VCD2F
1901.0,Thu Aug 12 07:43:41 2021,5540170.0,CAR,2.0,4889.0,PC3547FAD,PTP,VC965
1902.0,Thu Aug 19 08:53:09 2021,2206296.0,CAR,2.0,4991.0,PC5B5C16D,PTC,VC965
1903.0,Mon Aug 16 02:47:38 2021,5786644.0,CAR,2.0,4295.0,PCD483999,PTE,VC965
1904.0,Sat Aug  7 02:33:39 2021,2509976.0,CAR,2.0,4691.0,PCFAB001F,PTP,VC965
1905.0,Fri Aug  6 13:33:36 2021,7670347.0,CAR,2.0,4770.0,PC9082A17,PTE,VC965
1906.0,Fri Aug 13 00:23:18 2021,70027.0,VAN,2.0,4406.0,PC7A54E18,PTC,VC965
1907.0,Wed Aug  4 04:49:43 2021,7016071.0,CAR,2.0,4754.0,PC99AE725,PTE,VCD2F
1908.0,Fri Aug  6 20:00:07 2021,8730314.0,TRUCK,4.0,4099.0,PC97F19B1,PTE,VC965
1909.0,Fri Jul 30 09:50:21 2021,4526711.0,VAN,2.0,4202.0,PC65AA714,PTE,VCB43
1910.0,Mon Aug  2 19:10:04 2021,8589063.0,CAR,2.0,4165.0,PC0D2B95C,PTE,VCD2F
1911.0,Fri Aug  6 10:31:13 2021,5361926.0,VAN,2.0,4062.0,PCDA37101,PTP,VC965
1912.0,Mon Aug  9 23:30:41 2021,3425787.0,CAR,2.0,4816.0,PCB500A9F,PTC,VCD2F
1913.0,Tue Aug  3 17:10:14 2021,7968426.0,VAN,2.0,4783.0,PC9889263,PTC,VC965
1914.0,Fri Aug 13 06:23:26 2021,1073918.0,CAR,2.0,4139.0,PC924C594,PTE,VCD2F
1915.0,Thu Aug  5 01:00:11 2021,1756165.0,CAR,2.0,4207.0,PC76EDF79,PTP,VC965
1916.0,Fri Aug  6 12:24:47 2021,2663772.0,CAR,2.0,4634.0,PCC72D8B8,PTC,VC965
1917.0,Tue Aug  3 16:07:12 2021,223293.0,CAR,2.0,4111.0,PC07F012A,PTC,VC965
1918.0,Wed Aug 11 15:06:35 2021,2517221.0,CAR,2.0,4847.0,PCD546332,PTC,VC965
1919.0,Tue Aug 10 16:44:42 2021,1463316.0,CAR,2.0,4348.0,PCD66314D,PTE,VC965
1920.0,Thu Aug 19 21:32:33 2021,2519885.0,TRUCK,4.0,4363.0,PC62E1338,PTE,VC965
1921.0,Tue Aug  3 05:49:51 2021,6472330.0,VAN,2.0,4051.0,PC3B970F2,PTC,VCB43
1922.0,Sat Aug 21 20:20:15 2021,1135985.0,TRUCK,4.0,4759.0,PC4A6C6D9,PTP,VCD2F
1923.0,Sun Aug  8 06:02:43 2021,2828545.0,CAR,2.0,4319.0,PCAD79413,PTE,VCB43
1924.0,Tue Aug 17 04:10:10 2021,7246418.0,CAR,2.0,4808.0,PC2729737,PTC,VC965
1925.0,Sun Aug 15 07:11:35 2021,5335461.0,VAN,2.0,4121.0,PCEC57A8E,PTC,VC965
1926.0,Sun Aug  8 18:55:46 2021,6975292.0,VAN,2.0,4059.0,PC06E8A1C,PTE,VCD2F
1927.0,Tue Aug 17 00:35:52 2021,780378.0,CAR,2.0,4982.0,PC384779E,PTC,VCD2F
1928.0,Sun Aug 15 19:27:30 2021,4034241.0,TRUCK,4.0,4615.0,PC1ECBA39,PTC,VC965
1929.0,Thu Aug 12 03:09:50 2021,6342534.0,CAR,2.0,4850.0,PC4061987,PTP,VCB43
1930.0,Wed Aug  4 00:43:13 2021,5015962.0,VAN,2.0,4123.0,PCDE850D8,PTC,VC965
1931.0,Tue Aug 17 10:34:31 2021,8359967.0,CAR,2.0,4889.0,PC3547FAD,PTC,VCD2F
1932.0,Thu Aug 19 20:56:46 2021,6734625.0,CAR,2.0,4215.0,PC4C76F48,PTC,VC965
1933.0,Wed Aug 18 23:44:04 2021,4298780.0,TRUCK,4.0,4995.0,PCBE6ABE5,PTE,VC965
1934.0,Mon Aug  2 12:14:53 2021,342680.0,CAR,2.0,4175.0,PC08EA270,PTE,VCB43
1935.0,Thu Jul 29 13:51:54 2021,6691936.0,CAR,2.0,4345.0,PCAC01231,PTC,VC965
1936.0,Fri Jul 30 05:28:29 2021,3702137.0,CAR,2.0,4593.0,PC3863F6A,PTE,VC965
1937.0,Sun Aug 15 14:46:11 2021,2129792.0,CAR,2.0,4943.0,PC0A5DC1F,PTC,VC965
1938.0,Fri Jul 30 09:51:28 2021,364700.0,TRUCK,4.0,4578.0,PC90D44D0,PTC,VC965
1939.0,Tue Aug 17 01:39:26 2021,8353947.0,CAR,2.0,4200.0,PCBA86754,PTC,VCB43
1940.0,Wed Aug 18 18:34:52 2021,6820349.0,CAR,2.0,4016.0,PCCD7399B,PTC,VC965
1941.0,Sat Aug  7 14:07:50 2021,2421831.0,CAR,2.0,4176.0,PC11E9595,PTE,VC965
1942.0,Wed Aug 18 12:09:53 2021,8343297.0,TRUCK,4.0,4544.0,PC1893678,PTE,VC965
1943.0,Sat Jul 31 12:31:59 2021,6514752.0,TRUCK,4.0,4353.0,PC79BCF60,PTP,VCB43
1944.0,Wed Aug 11 23:01:35 2021,4423777.0,CAR,2.0,4860.0,PCF4A2DA9,PTP,VCB43
1945.0,Sat Aug  7 06:32:49 2021,1232753.0,TRUCK,4.0,4636.0,PCDECFC74,PTC,VC965
1946.0,Thu Aug 19 01:40:15 2021,1479425.0,VAN,2.0,4779.0,PCC8FE9C6,PTP,VCB43
1947.0,Thu Aug  5 15:41:45 2021,3004461.0,TRUCK,4.0,4909.0,PCDED6F20,PTC,VCD2F
1948.0,Sun Aug 15 08:07:22 2021,5912543.0,CAR,2.0,4164.0,PC578D797,PTC,VCB43
1949.0,Mon Aug  2 05:08:03 2021,7269065.0,CAR,2.0,4478.0,PCB02917E,PTP,VC965
1950.0,Fri Aug 13 09:54:50 2021,9479575.0,CAR,2.0,4452.0,PC8C7C5D7,PTE,VC965
1951.0,Sun Aug  8 10:32:03 2021,276380.0,CAR,2.0,4106.0,PC9764C98,PTE,VC965
1952.0,Tue Aug  3 23:17:24 2021,5261186.0,CAR,2.0,4792.0,PC3E35002,PTE,VC965
1953.0,Mon Aug  9 19:29:57 2021,4971861.0,VAN,2.0,4427.0,PCD70DDDF,PTP,VC965
1954.0,Sun Aug  1 19:12:46 2021,6907184.0,CAR,2.0,4550.0,PC21A1833,PTE,VCD2F
1955.0,Thu Aug 12 23:20:49 2021,3051037.0,CAR,2.0,4854.0,PCB6F1968,PTP,VC965
1956.0,Mon Aug  2 09:38:46 2021,5317016.0,TRUCK,4.0,4374.0,PCC321538,PTE,VC965
1957.0,Fri Jul 30 06:39:24 2021,2090427.0,CAR,2.0,4508.0,PC385C6E7,PTC,VCB43
1958.0,Fri Aug 20 12:15:01 2021,5664686.0,CAR,2.0,4640.0,PCC993FB3,PTC,VC965
1959.0,Sun Aug 15 12:53:09 2021,1496880.0,TRUCK,4.0,4773.0,PCE62BBA9,PTP,VC965
1960.0,Sun Aug 15 01:42:00 2021,6024650.0,VAN,2.0,4008.0,PC5680D80,PTP,VCB43
1961.0,Mon Aug 16 07:00:10 2021,2534620.0,VAN,2.0,4519.0,PC92A6471,PTE,VCD2F
1962.0,Mon Aug  9 13:18:19 2021,6557689.0,CAR,2.0,4776.0,PC6906524,PTE,VCD2F
1963.0,Wed Aug 18 16:10:02 2021,535689.0,CAR,2.0,4789.0,PCBE8B2AB,PTP,VC965
1964.0,Wed Aug 11 22:03:39 2021,1842630.0,CAR,2.0,4837.0,PCA10FFA0,PTP,VC965
1965.0,Sat Aug 21 22:34:30 2021,9548669.0,CAR,2.0,4589.0,PC1477DC9,PTC,VC965
1966.0,Wed Aug 11 13:42:02 2021,3435720.0,CAR,2.0,4165.0,PC0D2B95C,PTC,VC965
1967.0,Fri Aug 13 18:37:43 2021,6623397.0,TRUCK,4.0,4736.0,PC6A65941,PTP,VC965
1968.0,Sun Aug  8 09:52:22 2021,9494741.0,TRUCK,4.0,4675.0,PCE49911B,PTC,VCB43
1969.0,Sun Aug 22 05:51:34 2021,4601768.0,VAN,2.0,4173.0,PC0EB640E,PTP,VCB43
1970.0,Sat Aug 14 12:32:18 2021,4231613.0,CAR,2.0,4407.0,PC7FEC2CE,PTC,VCD2F
1971.0,Thu Aug 12 20:25:37 2021,8950418.0,CAR,2.0,4735.0,PC2294422,PTE,VC965
1972.0,Sat Aug 21 07:53:37 2021,5464380.0,VAN,2.0,4087.0,PC2C1DA2A,PTP,VC965
1973.0,Sun Aug 15 08:42:29 2021,6314258.0,TRUCK,4.0,4548.0,PC4486317,PTC,VCD2F
1974.0,Thu Aug 19 01:07:40 2021,9673441.0,CAR,2.0,4915.0,PC86B0D7B,PTE,VCB43
1975.0,Sat Aug 21 09:55:26 2021,4426068.0,VAN,2.0,4636.0,PCDECFC74,PTP,VC965
1976.0,Fri Aug  6 21:26:18 2021,1139503.0,VAN,2.0,4388.0,PC803F0F2,PTC,VCD2F
1977.0,Sun Aug 15 14:37:56 2021,6395479.0,CAR,2.0,4045.0,PCE952492,PTP,VCD2F
1978.0,Wed Aug 18 03:55:56 2021,4608310.0,TRUCK,4.0,4271.0,PC28E44E2,PTP,VC965
1979.0,Thu Aug 12 20:21:46 2021,8711893.0,TRUCK,4.0,4780.0,PC0A717C4,PTE,VCB43
1980.0,Sun Aug  1 12:41:29 2021,2298595.0,CAR,2.0,4943.0,PC0A5DC1F,PTP,VCB43
1981.0,Wed Aug 18 00:36:39 2021,1667595.0,CAR,2.0,4281.0,PC2804C85,PTE,VC965
1982.0,Tue Aug 10 18:53:49 2021,3037702.0,CAR,2.0,4063.0,PC7667A3E,PTC,VC965
1983.0,Fri Aug 13 09:56:24 2021,9163821.0,TRUCK,4.0,4831.0,PC0EC3E54,PTC,VC965
1984.0,Sat Aug 14 11:23:24 2021,7795212.0,CAR,2.0,4493.0,PC124B4C0,PTP,VCB43
1985.0,Fri Aug  6 22:51:50 2021,76332.0,CAR,2.0,4563.0,PCA214501,PTP,VC965
1986.0,Sun Aug  8 18:43:59 2021,1940668.0,TRUCK,4.0,4588.0,PC3172195,PTP,VC965
1987.0,Sat Aug 14 07:18:36 2021,1778169.0,CAR,2.0,4950.0,PC4F71E72,PTP,VCB43
1988.0,Sat Aug  7 16:05:39 2021,5099401.0,TRUCK,4.0,4005.0,PCB3DF742,PTE,VC965
1989.0,Mon Aug  9 23:05:48 2021,966368.0,VAN,2.0,4473.0,PC51FDD60,PTC,VCB43
1990.0,Thu Jul 29 19:38:41 2021,2252412.0,CAR,2.0,4102.0,PC8C9B099,PTE,VCD2F
1991.0,Thu Jul 29 16:12:46 2021,891909.0,CAR,2.0,4484.0,PCEF56843,PTP,VC965
1992.0,Fri Aug  6 01:55:31 2021,4298988.0,CAR,2.0,4267.0,PCE51C5C7,PTC,VC965
1993.0,Wed Aug  4 08:33:39 2021,8395314.0,VAN,2.0,4425.0,PC41B834E,PTP,VC965
1994.0,Wed Aug 18 05:36:50 2021,9284639.0,TRUCK,4.0,4041.0,PCB566359,PTP,VCD2F
